zipcode,city,state,metro,county,size_rank_zhvi,2017-06,size_rank_zri
37421,Chattanooga,TN,Chattanooga,Hamilton,450,180900,499
1201,Pittsfield,MA,Pittsfield,Berkshire,451,156900,500
59102,Billings,MT,Billings,Yellowstone,452,199900,501
28205,Charlotte,NC,Charlotte,Mecklenburg,453,180300,502
20904,Silver Spring,MD,Washington,Montgomery,454,400600,503
94513,Brentwood,CA,San Francisco,Contra Costa,455,541000,505
94087,Sunnyvale,CA,San Jose,Santa Clara,456,1753800,506
30067,Marietta,GA,Atlanta,Cobb,457,224400,507
42701,Elizabethtown,KY,Elizabethtown,Hardin,458,147700,508
8759,Manchester,NJ,New York,Ocean,459,149000,509
30047,Lilburn,GA,Atlanta,Gwinnett,460,198300,510
30263,Newnan,GA,Atlanta,Coweta,461,152800,511
78251,San Antonio,TX,San Antonio,Bexar,462,170200,512
94112,San Francisco,CA,San Francisco,San Francisco,463,931800,513
53704,Madison,WI,Madison,Dane,464,193600,514
7305,Jersey City,NJ,New York,Hudson,465,272600,515
23455,Virginia Beach,VA,Virginia Beach,Virginia Beach City,466,287000,516
30058,Lithonia,GA,Atlanta,Dekalb,467,115100,517
60608,Chicago,IL,Chicago,Cook,468,231900,518
95125,San Jose,CA,San Jose,Santa Clara,469,1161600,520
28227,Mint Hill,NC,Charlotte,Mecklenburg,470,168100,521
29681,Simpsonville,SC,Greenville,Greenville,471,222700,522
92122,San Diego,CA,San Diego,San Diego,472,650300,523
41042,Florence,KY,Cincinnati,Boone,473,153100,524
96815,Honolulu,HI,Urban Honolulu,Honolulu,474,463200,525
30101,Acworth,GA,Atlanta,Cobb,475,222200,526
90036,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,476,1627700,527
19148,Philadelphia,PA,Philadelphia,Philadelphia,477,192400,528
37064,Franklin,TN,Nashville,Williamson,478,406800,529
33436,Boynton Beach,FL,Miami-Fort Lauderdale,Palm Beach,479,232500,530
27265,High Point,NC,,Guilford,480,152900,531
33324,Plantation,FL,Miami-Fort Lauderdale,Broward,481,211000,532
43015,Delaware,OH,Columbus,Delaware,482,197200,533
37040,Clarksville,TN,Clarksville,Montgomery,483,144800,535
33021,Hollywood,FL,Miami-Fort Lauderdale,Broward,484,252400,536
98208,Seattle Hill-Silver Firs,WA,Seattle,Snohomish,485,411900,537
43302,Marion,OH,Marion,Marion,486,77700,538
27407,Greensboro,NC,,Guilford,487,123600,539
92117,San Diego,CA,San Diego,San Diego,488,609900,541
37122,Mount Juliet,TN,Nashville,Wilson,489,278200,542
77070,Houston,TX,Houston,Harris,490,184200,543
98034,Kirkland,WA,Seattle,King,491,606800,544
54601,La Crosse,WI,La Crosse,La Crosse,492,141900,#N/A
48439,Grand Blanc Township,MI,Flint,Genesee,493,157300,545
27703,Durham,NC,Durham,Durham,494,163500,546
78753,Austin,TX,Austin,Travis,495,214700,547
92128,San Diego,CA,San Diego,San Diego,496,598600,548
11746,Huntington,NY,New York,Suffolk,497,462600,#N/A
33463,Greenacres,FL,Miami-Fort Lauderdale,Palm Beach,498,193400,549
94806,San Pablo,CA,San Francisco,Contra Costa,499,414600,550
92562,Murrieta,CA,Riverside,Riverside,500,402100,551
7047,North Bergen,NJ,New York,Hudson,501,365400,553
60004,Arlington Heights,IL,Chicago,Cook,502,335400,554
78664,Round Rock,TX,Austin,Williamson,503,199700,555
95648,Lincoln,CA,Sacramento,Placer,504,431500,557
6457,Middletown,CT,Hartford,Middlesex,505,211500,558
2151,Revere,MA,Boston,Suffolk,506,363600,559
33308,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,507,363400,560
32825,Orlando,FL,Orlando,Orange,508,211200,561
34668,Port Richey,FL,Tampa,Pasco,509,94800,562
94591,Vallejo,CA,Vallejo,Solano,510,431200,563
2780,Taunton,MA,Providence,Bristol,511,271700,564
78209,San Antonio,TX,San Antonio,Bexar,512,355200,565
2135,Boston,MA,Boston,Suffolk,513,413500,566
84404,Ogden,UT,Ogden,Weber,514,174600,567
33141,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,515,267500,568
91331,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,516,442800,569
7728,Freehold Township,NJ,New York,Monmouth,517,336100,570
53711,Madison,WI,Madison,Dane,518,273700,571
85201,Mesa,AZ,Phoenix,Maricopa,519,180200,572
20910,Silver Spring,MD,Washington,Montgomery,520,532700,573
89074,Henderson,NV,Las Vegas,Clark,521,262200,574
8873,Franklin Township,NJ,New York,Somerset,522,313800,575
55124,Apple Valley,MN,Minneapolis-St Paul,Dakota,523,260100,576
93308,Oildale,CA,Bakersfield,Kern,524,189900,577
48066,Roseville,MI,Detroit,Macomb,525,86200,578
28540,Jacksonville,NC,Jacksonville,Onslow,526,124400,579
17601,Manheim Township,PA,Lancaster,Lancaster,527,222200,580
8527,Jackson,NJ,New York,Ocean,528,350400,581
6511,New Haven,CT,New Haven,New Haven,529,201300,582
19144,Philadelphia,PA,Philadelphia,Philadelphia,530,130900,583
22192,Woodbridge,VA,Washington,Prince William,531,325000,584
27106,Winston-Salem,NC,Winston-Salem,Forsyth,532,168600,585
37066,Gallatin,TN,Nashville,Sumner,533,207600,586
97124,Hillsboro,OR,Portland,Washington,534,358700,587
32771,Sanford,FL,Orlando,Seminole,535,192500,588
30075,Roswell,GA,Atlanta,Fulton,536,399300,589
70065,Kenner,LA,New Orleans,Jefferson,537,183600,590
45140,Loveland,OH,Cincinnati,Clermont,538,236300,591
45424,Huber Heights,OH,Dayton,Montgomery,539,108500,592
22201,Arlington,VA,Washington,Arlington,540,602400,593
33023,Miramar,FL,Miami-Fort Lauderdale,Broward,541,211100,594
94568,Dublin,CA,San Francisco,Alameda,542,808000,595
90042,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,543,668200,596
78641,Leander,TX,Austin,Williamson,544,220700,597
92020,El Cajon,CA,San Diego,San Diego,545,492300,598
47130,Jeffersonville,IN,Louisville/Jefferson County,Clark,546,115800,599
61761,Normal,IL,Bloomington,McLean,547,152200,600
92620,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,548,871200,601
95112,San Jose,CA,San Jose,Santa Clara,549,708300,602
94553,Martinez,CA,San Francisco,Contra Costa,550,573600,603
37129,Murfreesboro,TN,Nashville,Rutherford,551,212500,605
72034,Conway,AR,Little Rock,Faulkner,552,164100,607
19702,Newark,DE,Philadelphia,New Castle,553,210200,608
30144,Kennesaw,GA,Atlanta,Cobb,554,196100,609
80219,Denver,CO,Denver,Denver,555,270100,610
21218,Baltimore,MD,Baltimore,Baltimore City,556,121100,611
91801,Alhambra,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,557,592900,612
37128,Murfreesboro,TN,Nashville,Rutherford,558,226400,613
32839,Orlando,FL,Orlando,Orange,559,119000,614
92882,Corona,CA,Riverside,Riverside,560,437200,615
30907,Martinez,GA,Augusta,Columbia,561,143300,616
19711,Newark,DE,Philadelphia,New Castle,562,266800,617
76051,Grapevine,TX,Dallas-Fort Worth,Tarrant,563,332100,618
96706,Ewa Beach,HI,Urban Honolulu,Honolulu,564,588000,619
34293,Venice,FL,North Port-Sarasota-Bradenton,Sarasota,565,208800,620
7055,Passaic,NJ,New York,Passaic,566,296300,623
85351,Sun City,AZ,Phoenix,Maricopa,567,152700,624
94015,Daly City,CA,San Francisco,San Mateo,568,878900,625
92201,Indio,CA,Riverside,Riverside,569,246000,626
75204,Dallas,TX,Dallas-Fort Worth,Dallas,570,353600,627
60402,Berwyn,IL,Chicago,Cook,571,194000,628
7111,Irvington,NJ,New York,Essex,572,161700,629
27519,Cary,NC,Raleigh,Wake,573,403200,630
70816,Baton Rouge,LA,Baton Rouge,East Baton Rouge,574,176800,631
89147,Las Vegas,NV,Las Vegas,Clark,575,229800,632
92399,Yucaipa,CA,Riverside,San Bernardino,576,356900,633
98225,Bellingham,WA,Bellingham,Whatcom,577,353000,634
33312,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,578,243900,635
77373,Spring,TX,Houston,Harris,579,138400,637
65202,Columbia,MO,Columbia,Boone,580,134800,638
39759,Starkville,MS,Starkville,Oktibbeha,581,187500,#N/A
63116,Saint Louis,MO,St. Louis,Saint Louis City,582,109800,640
53209,Milwaukee,WI,Milwaukee,Milwaukee,583,59700,641
19380,West Chester,PA,Philadelphia,Chester,584,381200,642
22407,Fredericksburg,VA,Washington,Spotsylvania,585,251000,643
94086,Sunnyvale,CA,San Jose,Santa Clara,586,1431700,644
34748,Leesburg,FL,Orlando,Lake,587,157400,645
48038,Clinton Township,MI,Detroit,Macomb,588,193400,646
73013,Edmond,OK,Oklahoma City,Oklahoma,589,196700,647
8021,Lindenwold,NJ,Philadelphia,Camden,590,128800,648
63301,Saint Charles,MO,St. Louis,Saint Charles,591,181000,649
96797,Waipahu,HI,Urban Honolulu,Honolulu,592,635000,651
95350,Modesto,CA,Modesto,Stanislaus,593,255400,653
60638,Chicago,IL,Chicago,Cook,594,209600,654
45040,Mason,OH,Cincinnati,Warren,595,247200,655
92704,Santa Ana,CA,Los Angeles-Long Beach-Anaheim,Orange,596,526000,656
97504,Medford,OR,Medford,Jackson,597,284800,658
97206,Portland,OR,Portland,Multnomah,598,371800,659
85255,Scottsdale,AZ,Phoenix,Maricopa,599,643500,660
34698,Dunedin,FL,Tampa,Pinellas,600,207300,661
83709,Boise,ID,Boise City,Ada,601,222100,662
33437,Boynton Beach,FL,Miami-Fort Lauderdale,Palm Beach,602,274800,663
92024,Encinitas,CA,San Diego,San Diego,603,912000,664
78520,Brownsville,TX,Brownsville,Cameron,604,77400,665
21206,Baltimore,MD,Baltimore,Baltimore City,605,140900,666
44646,Massillon,OH,Canton,Stark,606,126100,668
92553,Moreno Valley,CA,Riverside,Riverside,607,269700,669
97405,Eugene,OR,Eugene,Lane,608,304100,670
75093,Plano,TX,Dallas-Fort Worth,Collin,609,482800,671
28025,Concord,NC,Charlotte,Cabarrus,610,161500,672
61265,Moline,IL,Davenport,Rock Island,611,97800,673
95008,Campbell,CA,San Jose,Santa Clara,612,1152800,674
92056,Oceanside,CA,San Diego,San Diego,613,493600,675
19382,West Chester,PA,Philadelphia,Chester,614,401300,676
75115,Desoto,TX,Dallas-Fort Worth,Dallas,615,180500,677
60639,Chicago,IL,Chicago,Cook,616,223300,678
10473,New York,NY,New York,Bronx,617,369100,679
84015,Clearfield,UT,Ogden,Davis,618,201200,680
19140,Philadelphia,PA,Philadelphia,Philadelphia,619,53800,682
99336,Kennewick,WA,Kennewick,Benton,620,210300,683
22003,Annandale,VA,Washington,Fairfax,621,515400,684
34997,Stuart,FL,Port St. Lucie,Martin,622,246400,685
7306,Jersey City,NJ,New York,Hudson,623,360100,687
76179,Fort Worth,TX,Dallas-Fort Worth,Tarrant,624,188300,688
92071,Santee,CA,San Diego,San Diego,625,471700,689
89119,Las Vegas,NV,Las Vegas,Clark,626,143800,690
27603,Raleigh,NC,Raleigh,Wake,627,209400,692
95624,Elk Grove,CA,Sacramento,Sacramento,628,402300,693
19145,Philadelphia,PA,Philadelphia,Philadelphia,629,175800,694
11210,New York,NY,New York,Kings,630,757400,695
23456,Virginia Beach,VA,Virginia Beach,Virginia Beach City,631,343300,696
22030,Fairfax,VA,Washington,Fairfax,632,524500,697
96817,Honolulu,HI,Urban Honolulu,Honolulu,633,713000,698
70119,New Orleans,LA,New Orleans,Orleans,634,237500,699
92130,San Diego,CA,San Diego,San Diego,635,997700,700
32137,Palm Coast,FL,Daytona Beach,Flagler,636,235800,701
36695,Mobile,AL,Mobile,Mobile,637,168400,702
45238,Cincinnati,OH,Cincinnati,Hamilton,638,114800,703
38016,Memphis,TN,Memphis,Shelby,639,167600,704
92626,Costa Mesa,CA,Los Angeles-Long Beach-Anaheim,Orange,640,766800,705
85374,Surprise,AZ,Phoenix,Maricopa,641,218600,706
89129,Las Vegas,NV,Las Vegas,Clark,642,244300,707
34952,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,643,163700,708
90006,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,644,642400,709
23225,Richmond,VA,Richmond,Richmond City,645,189400,711
23112,Midlothian,VA,Richmond,Chesterfield,646,245000,712
92656,Aliso Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange,647,579400,713
78550,Harlingen,TX,Brownsville,Cameron,648,77200,714
44124,Lyndhurst,OH,Cleveland,Cuyahoga,649,139500,715
78748,Austin,TX,Austin,Travis,650,255100,716
30319,Brookhaven,GA,Atlanta,Dekalb,651,470000,717
29229,Columbia,SC,Columbia,Richland,652,146600,718
47374,Richmond,IN,Richmond,Wayne,653,74100,720
29483,Summerville,SC,Charleston,Dorchester,654,183100,721
92563,Murrieta,CA,Riverside,Riverside,655,398400,722
63303,Saint Charles,MO,St. Louis,Saint Charles,656,228400,723
48187,Canton,MI,Detroit,Wayne,657,241100,724
93003,Ventura,CA,Ventura,Ventura,658,564300,725
39503,Gulfport,MS,Gulfport,Harrison,659,118000,726
98122,Seattle,WA,Seattle,King,660,719700,727
85142,Queen Creek,AZ,Phoenix,Maricopa,661,274300,728
28546,Jacksonville,NC,Jacksonville,Onslow,662,125000,729
79424,Lubbock,TX,Lubbock,Lubbock,663,184000,730
38654,Olive Branch,MS,Memphis,DeSoto,664,166000,731
19146,Philadelphia,PA,Philadelphia,Philadelphia,665,266800,732
90024,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,666,1201100,734
75040,Garland,TX,Dallas-Fort Worth,Dallas,667,168500,736
6810,Danbury,CT,Stamford,Fairfield,668,231600,737
90255,Huntington Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,669,416200,738
60073,Round Lake Beach,IL,Chicago,Lake,670,139000,739
7003,Bloomfield,NJ,New York,Essex,671,317300,740
85254,Phoenix,AZ,Phoenix,Maricopa,672,447400,741
21228,Catonsville,MD,Baltimore,Baltimore,673,284700,742
63366,O Fallon,MO,St. Louis,Saint Charles,674,210900,743
96720,Hilo,HI,Hilo,Hawaii,675,313500,745
60630,Chicago,IL,Chicago,Cook,676,283200,746
21207,Lochearn,MD,Baltimore,Baltimore,677,188800,747
27405,Greensboro,NC,,Guilford,678,94500,749
92509,Rubidoux,CA,Riverside,Riverside,679,347600,750
87112,Albuquerque,NM,Albuquerque,Bernalillo,680,181100,751
83646,Meridian,ID,Boise City,Ada,681,235700,752
19320,Valley Township,PA,Philadelphia,Chester,682,218800,754
80123,Denver,CO,Denver,Denver,683,382400,755
92253,La Quinta,CA,Riverside,Riverside,684,389800,#N/A
12550,Town of Newburgh,NY,New York,Orange,685,178700,756
62704,Springfield,IL,Springfield,Sangamon,686,123700,#N/A
55337,Burnsville,MN,Minneapolis-St Paul,Dakota,687,255000,757
19149,Philadelphia,PA,Philadelphia,Philadelphia,688,128100,758
33176,Kendall,FL,Miami-Fort Lauderdale,Miami-Dade,689,272800,759
91786,Upland,CA,Riverside,San Bernardino,690,439000,760
80538,Loveland,CO,Fort Collins,Larimer,691,317700,761
80012,Aurora,CO,Denver,Arapahoe,692,272100,762
45069,West Chester,OH,Cincinnati,Butler,693,225700,763
78250,San Antonio,TX,San Antonio,Bexar,694,157200,764
96789,Mililani,HI,Urban Honolulu,Honolulu,695,680500,765
63031,Florissant,MO,St. Louis,Saint Louis,696,94900,766
27606,Raleigh,NC,Raleigh,Wake,697,226900,767
70001,Metairie,LA,New Orleans,Jefferson,698,228300,768
30606,Athens,GA,Athens,Clarke,699,175500,769
35758,Madison,AL,Huntsville,Madison,700,196700,770
20744,Fort Washington,MD,Washington,Prince Georges,701,288800,772
11434,New York,NY,New York,Queens,702,439500,773
33065,Coral Springs,FL,Miami-Fort Lauderdale,Broward,703,189500,774
94115,San Francisco,CA,San Francisco,San Francisco,704,1371100,775
33614,Egypt Lake-Leto,FL,Tampa,Hillsborough,705,157900,776
40214,Louisville,KY,Louisville/Jefferson County,Jefferson,706,123100,777
75025,Plano,TX,Dallas-Fort Worth,Collin,707,373300,778
19464,Pottstown,PA,Philadelphia,Montgomery,708,152400,780
27613,Raleigh,NC,Raleigh,Wake,709,334400,781
76133,Fort Worth,TX,Dallas-Fort Worth,Tarrant,710,148900,782
60643,Chicago,IL,Chicago,Cook,711,151700,783
33418,Palm Beach Gardens,FL,Miami-Fort Lauderdale,Palm Beach,712,399900,784
17602,Lancaster,PA,Lancaster,Lancaster,713,147500,785
32068,Middleburg,FL,Jacksonville,Clay,714,163700,786
23185,Williamsburg,VA,Virginia Beach,James City,715,305300,787
97301,Salem,OR,Salem,Marion,716,188300,788
85205,Mesa,AZ,Phoenix,Maricopa,717,213500,789
56001,Mankato,MN,Mankato,Blue Earth,718,179800,790
80020,Broomfield,CO,Denver,Broomfield,719,360400,791
49009,Oshtemo,MI,Kalamazoo,Kalamazoo,720,204800,792
32935,Melbourne,FL,Melbourne,Brevard,721,145000,793
87109,Albuquerque,NM,Albuquerque,Bernalillo,722,231100,794
10940,Middletown,NY,New York,Orange,723,168800,795
65802,Springfield,MO,Springfield,Greene,724,85800,796
11224,New York,NY,New York,Kings,725,499600,798
14120,North Tonawanda,NY,Buffalo,Niagara,726,134400,#N/A
97223,Tigard,OR,Portland,Washington,727,405000,799
92234,Cathedral City,CA,Riverside,Riverside,728,266000,800
80918,Colorado Springs,CO,Colorado Springs,El Paso,729,256800,801
75007,Carrollton,TX,Dallas-Fort Worth,Denton,730,254100,802
15642,North Huntingdon,PA,Pittsburgh,Westmoreland,731,148100,803
33062,Pompano Beach,FL,Miami-Fort Lauderdale,Broward,732,334400,804
93312,Bakersfield,CA,Bakersfield,Kern,733,271900,805
97501,Medford,OR,Medford,Jackson,734,212700,806
92708,Fountain Valley,CA,Los Angeles-Long Beach-Anaheim,Orange,735,769900,807
15237,Ross Township,PA,Pittsburgh,Allegheny,736,224900,808
92057,Oceanside,CA,San Diego,San Diego,737,456200,810
43232,Columbus,OH,Columbus,Franklin,738,97100,811
78045,Laredo,TX,Laredo,Webb,739,164900,812
43235,Columbus,OH,Columbus,Franklin,740,237300,813
7470,Wayne,NJ,New York,Passaic,741,422400,814
92037,San Diego,CA,San Diego,San Diego,742,1486900,815
38111,Memphis,TN,Memphis,Shelby,743,65000,816
53511,Town of Beloit,WI,Janesville,Rock,744,85700,#N/A
85375,Sun City West,AZ,Phoenix,Maricopa,745,220900,817
93277,Visalia,CA,Visalia,Tulare,746,207900,818
30032,Candler-Mcafee,GA,Atlanta,Dekalb,747,109200,819
43615,Toledo,OH,Toledo,Lucas,748,96200,820
33322,Sunrise,FL,Miami-Fort Lauderdale,Broward,749,156700,821
89502,Reno,NV,Reno,Washoe,750,239600,822
37660,Kingsport,TN,Kingsport,Sullivan,751,108700,823
75703,Tyler,TX,Tyler,Smith,752,216800,824
10306,New York,NY,New York,Richmond,753,494600,825
96744,Kaneohe,HI,Urban Honolulu,Honolulu,754,803500,826
12065,Clifton Park,NY,Albany,Saratoga,755,266700,827
33810,Lakeland,FL,Lakeland,Polk,756,171400,828
63136,Jennings,MO,St. Louis,Saint Louis,757,53900,829
33125,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,758,244700,831
73120,Oklahoma City,OK,Oklahoma City,Oklahoma,759,142800,832
67212,Wichita,KS,Wichita,Sedgwick,760,144900,833
23434,Suffolk,VA,Virginia Beach,Suffolk City,761,192500,836
20850,Rockville,MD,Washington,Montgomery,762,551300,837
92805,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange,763,510800,838
39401,Hattiesburg,MS,Hattiesburg,Forrest,764,84300,839
35215,Birmingham,AL,Birmingham,Jefferson,765,82000,840
89115,Las Vegas,NV,Las Vegas,Clark,766,145500,841
29501,Florence,SC,Florence,Florence,767,136500,#N/A
11691,New York,NY,New York,Queens,768,427600,842
7083,Union,NJ,New York,Union,769,305500,843
87105,South Valley,NM,Albuquerque,Bernalillo,770,138800,844
45014,Fairfield,OH,Cincinnati,Butler,771,155000,845
27615,Raleigh,NC,Raleigh,Wake,772,293200,846
98661,Vancouver,WA,Portland,Clark,773,272900,847
33914,Cape Coral,FL,Fort Myers,Lee,774,277300,848
48044,Macomb Township,MI,Detroit,Macomb,775,269300,849
75098,Wylie,TX,Dallas-Fort Worth,Collin,776,245600,850
93063,Simi Valley,CA,Ventura,Ventura,777,540300,851
98125,Seattle,WA,Seattle,King,778,596900,852
45324,Fairborn,OH,Dayton,Greene,779,98500,853
19147,Philadelphia,PA,Philadelphia,Philadelphia,780,376800,854
33020,Hollywood,FL,Miami-Fort Lauderdale,Broward,781,192400,855
85224,Chandler,AZ,Phoenix,Maricopa,782,247100,856
78681,Round Rock,TX,Austin,Williamson,783,278900,857
30114,Canton,GA,Atlanta,Cherokee,784,218100,858
33615,Town 'n' Country,FL,Tampa,Hillsborough,785,166900,859
27360,Thomasville,NC,Winston-Salem,Davidson,786,108200,861
53215,Milwaukee,WI,Milwaukee,Milwaukee,787,100300,862
78247,San Antonio,TX,San Antonio,Bexar,788,177800,863
8054,Mt Laurel Township,NJ,Philadelphia,Burlington,789,223100,864
7601,Hackensack,NJ,New York,Bergen,790,308400,865
6492,Wallingford,CT,New Haven,New Haven,791,242500,866
92880,Eastvale,CA,Riverside,Riverside,792,525900,867
27529,Garner,NC,Raleigh,Wake,793,180700,868
44102,Cleveland,OH,Cleveland,Cuyahoga,794,47900,869
85283,Tempe,AZ,Phoenix,Maricopa,795,252600,871
43207,Columbus,OH,Columbus,Franklin,796,90500,872
92103,San Diego,CA,San Diego,San Diego,797,649700,873
1844,Methuen,MA,Boston,Essex,798,329400,875
85122,Casa Grande,AZ,Phoenix,Pinal,799,155300,876
19335,Downingtown,PA,Philadelphia,Chester,800,332900,878
60411,Chicago Heights,IL,Chicago,Cook,801,95600,879
37043,Clarksville,TN,Clarksville,Montgomery,802,192500,884
75080,Richardson,TX,Dallas-Fort Worth,Dallas,803,272000,885
23188,Williamsburg,VA,Virginia Beach,James City,804,299300,886
33612,Tampa,FL,Tampa,Hillsborough,805,128100,887
94117,San Francisco,CA,San Francisco,San Francisco,806,1447100,888
47401,Bloomington,IN,Bloomington,Monroe,807,208400,889
55106,Saint Paul,MN,Minneapolis-St Paul,Ramsey,808,166100,891
